# blastn
# Iteration: 0
# Query: Citrullus_nad4L
# RID: 5D0PW2U3014
# Database: nt_v5
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 129 hits found
Citrullus_nad4L	AP012599.1	99.010	303	3	0	1	303	214191	214493	2.04e-147	534
Citrullus_nad4L	JX463295.1	99.010	303	3	0	1	303	145776	146078	2.04e-147	534
Citrullus_nad4L	JX463295.1	99.010	303	3	0	1	303	206188	205886	2.04e-147	534
Citrullus_nad4L	JX463295.1	98.658	149	2	0	155	303	45159	45307	1.92e-65	260
Citrullus_nad4L	JF412793.1	99.010	303	3	0	1	303	84135	84437	2.04e-147	534
Citrullus_nad4L	HM367685.1	99.010	303	3	0	1	303	395639	395941	2.04e-147	534
Citrullus_nad4L	HQ874649.1	99.003	301	3	0	3	303	229724	230024	2.49e-146	530
Citrullus_nad4L	MH127920.1	98.680	303	4	0	1	303	133629	133931	2.49e-146	529
Citrullus_nad4L	MN115423.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MN115422.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MN115421.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MN115420.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MN115419.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MN115418.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MN115417.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MN115416.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MK426679.1	98.680	303	4	0	1	303	245154	244852	2.49e-146	529
Citrullus_nad4L	MN723864.1	98.680	303	4	0	1	303	622303	622001	2.49e-146	529
Citrullus_nad4L	NC_045038.1	98.680	303	4	0	1	303	282563	282865	2.49e-146	529
Citrullus_nad4L	NC_045035.1	98.680	303	4	0	1	303	598492	598190	2.49e-146	529
Citrullus_nad4L	MN175741.1	98.680	303	4	0	1	303	28992	28690	2.49e-146	529
Citrullus_nad4L	MN171345.1	98.680	303	4	0	1	303	28980	28678	2.49e-146	529
Citrullus_nad4L	MN017227.1	98.680	303	4	0	1	303	282563	282865	2.49e-146	529
Citrullus_nad4L	NC_045036.1	98.680	303	4	0	1	303	194033	194335	2.49e-146	529
Citrullus_nad4L	MN057920.1	98.680	303	4	0	1	303	598492	598190	2.49e-146	529
Citrullus_nad4L	NC_043897.1	98.680	303	4	0	1	303	308605	308303	2.49e-146	529
Citrullus_nad4L	NC_043897.1	98.680	303	4	0	1	303	434670	434368	2.49e-146	529
Citrullus_nad4L	MH922916.1	98.680	303	4	0	1	303	308605	308303	2.49e-146	529
Citrullus_nad4L	MH922916.1	98.680	303	4	0	1	303	434670	434368	2.49e-146	529
Citrullus_nad4L	MG011535.1	98.680	303	4	0	1	303	138880	139182	2.49e-146	529
Citrullus_nad4L	MH704580.1	98.680	303	4	0	1	303	180717	181019	2.49e-146	529
Citrullus_nad4L	NC_039660.1	98.680	303	4	0	1	303	219740	220042	2.49e-146	529
Citrullus_nad4L	MF683210.1	98.680	303	4	0	1	303	219740	220042	2.49e-146	529
Citrullus_nad4L	MG770607.2	98.680	303	4	0	1	303	28983	28681	2.49e-146	529
Citrullus_nad4L	MG735191.1	98.680	303	4	0	1	303	28979	28677	2.49e-146	529
Citrullus_nad4L	MG457293.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	MG457292.1	98.680	303	4	0	1	303	1	303	2.49e-146	529
Citrullus_nad4L	CP023125.1	98.680	303	4	0	1	303	7634775	7635077	2.49e-146	529
Citrullus_nad4L	CP023115.1	98.680	303	4	0	1	303	11633915	11633613	2.49e-146	529
Citrullus_nad4L	KF815390.1	98.680	303	4	0	1	303	28980	28678	2.49e-146	529
Citrullus_nad4L	JN872551.2	98.680	303	4	0	1	303	98627	98325	2.49e-146	529
Citrullus_nad4L	GU363534.1	98.680	303	4	0	1	303	2677	2979	2.49e-146	529
Citrullus_nad4L	NC_045136.1	99.007	302	2	1	3	303	150375	150676	8.69e-146	528
Citrullus_nad4L	NC_045136.1	82.927	41	7	0	91	131	627216	627176	9.3	43.7
Citrullus_nad4L	MK176513.1	99.007	302	2	1	3	303	150375	150676	8.69e-146	528
Citrullus_nad4L	MK176513.1	82.927	41	7	0	91	131	627216	627176	9.3	43.7
Citrullus_nad4L	XM_028056898.1	98.997	299	3	0	1	299	4169	4467	3.03e-145	526
Citrullus_nad4L	XM_028056445.1	98.997	299	3	0	1	299	2776	3074	3.03e-145	526
Citrullus_nad4L	XM_028056415.1	98.997	299	3	0	1	299	4133	4431	3.03e-145	526
Citrullus_nad4L	NC_037463.1	98.671	301	4	0	3	303	15367	15067	3.03e-145	526
Citrullus_nad4L	MG736621.1	98.671	301	4	0	3	303	15367	15067	3.03e-145	526
Citrullus_nad4L	KJ820684.1	98.671	301	4	0	3	303	151242	151542	3.03e-145	526
Citrullus_nad4L	KJ820684.1	88.636	44	5	0	111	154	288723	288680	4.24e-04	58.1
Citrullus_nad4L	NC_045078.1	98.350	303	5	0	1	303	159701	159399	1.06e-144	525
Citrullus_nad4L	MK714017.1	98.350	303	5	0	1	303	159701	159399	1.06e-144	525
Citrullus_nad4L	MK574877.1	98.350	303	5	0	1	303	488463	488765	1.06e-144	525
Citrullus_nad4L	NC_043914.1	98.350	303	5	0	1	303	324002	323700	1.06e-144	525
Citrullus_nad4L	MH376284.1	98.350	303	5	0	1	303	324002	323700	1.06e-144	525
Citrullus_nad4L	CP039335.1	98.350	303	5	0	1	303	22672796	22672494	1.06e-144	525
Citrullus_nad4L	CP039335.1	98.350	303	5	0	1	303	22691579	22691277	1.06e-144	525
Citrullus_nad4L	CP039335.1	90.299	134	12	1	34	167	47758261	47758393	5.16e-41	180
Citrullus_nad4L	CP039335.1	83.942	137	18	2	163	299	47758779	47758911	3.71e-30	143
Citrullus_nad4L	CP039335.1	98.246	57	1	0	247	303	22701121	22701065	1.38e-16	99.6
Citrullus_nad4L	CP040770.1	98.350	303	5	0	1	303	22672800	22672498	1.06e-144	525
Citrullus_nad4L	CP040770.1	98.350	303	5	0	1	303	22691583	22691281	1.06e-144	525
Citrullus_nad4L	CP040770.1	90.299	134	12	1	34	167	47758265	47758397	5.16e-41	180
Citrullus_nad4L	CP040770.1	83.942	137	18	2	163	299	47758783	47758915	3.71e-30	143
Citrullus_nad4L	CP040770.1	98.246	57	1	0	247	303	22701125	22701069	1.38e-16	99.6
Citrullus_nad4L	CP039345.1	98.350	303	5	0	1	303	34266142	34265840	1.06e-144	525
Citrullus_nad4L	MH167512.1	98.350	303	5	0	1	303	11898	12200	1.06e-144	525


